engelsk,CEFR,gender,ord,wordAudio,uttale,etymologi,definisjon,sentenceAudio,eksempel,sentenceTranslation,sentenceToDelete
"move past, draw a line under",B2,expression,"sette en strek over, slå en strek over",X,,,"regne som ugjort, oppgjort eller glemt",X,Det er på tide å slå en strek over uenigheten.,It's time to move past the disagreement.,
fasten,A2,expression,sette fast,X,,Old Norse,feste; arrestere,X,"Jeg klarte å sette fast nøklene i døra, og nå får jeg dem ikke ut.",I managed to get the keys stuck in the door and now I can't get them out.,
put one's foot on the ground,B2,expression,sette foten i bakken,X,,Old Norse,ta en pause for å tenke seg om,X,De bør sette foten i bakken og finne ut hva de egentlig vil.,They should put their foot down and find out what they really want.,
plant seeds,B2,expression,sette frø,X,,,frø seg og vokse,X,"Hvis du setter frø i god jord, vil det vokse og blomstre.","If you plant a seed in good soil, it will grow and flourish.",
set boundaries,B1,expression,sette grenser,X,,Old Norse,bestemme hva som er akseptabelt; bestemme hva som er mulig,X,Foreldre er flinke til å sette grenser for barna sine.,Parents are good at setting limits for their children.,
fight fire with fire,C,expression,sette hardt mot hardt,X,,,gjengjelde angrep eller lignende med like harde midler som motstanderen; gi igjen med samme mynt,X,"Når forhandlingene låste seg, valgte de å sette hardt mot hardt.","When the negotiations were deadlocked, they chose to fight fire with fire.",
move heaven and earth,B2,expression,sette himmel og jord i bevegelse,X,,,sette alle krefter inn; skape stort oppstyr,X,De satte himmel og jord i bevegelse for å finne den savnede.,They moved heaven and earth to find the missing person.,
pigeonhole,B2,expression,sette i bås,X,,Old Norse,"plassere mennesker i grupper etter meninger, livssyn, væremåte og så videre, ofte basert på fordommer",X,Mange prøver å sette ham i bås på grunn av interessene hans.,Many people try to pigeonhole him because of his interests.,
set something on fire,B2,expression,sette i brann,X,,Old Norse,sette fyr på; tenne på,X,De raserte bygninger og satte biler i brann.,They razed buildings and set cars on fire.,
"pawn, pledge",B2,expression,sette i pant,X,,,stille som sikkerhet for et lån; være pantsatt,X,Han satte bilen i pant for å få lån.,He pledged the car as collateral for a loan.,
"repair, restore",B2,expression,"sette i stand, gjøre i stand",X,,,"reparere, få i orden",X,De måtte sette i stand huset før de kunne flytte inn.,They had to refurbish the house before they could move in.,
"put into action, implement",B2,expression,sette i verk,X,,,få i gang; realisere,X,De bestemte seg for å sette i verk planen umiddelbart.,They decided to implement the plan immediately.,
put in,B1,expression,sette inn,X,,Old Norse,"plassere under tak; fengsle; plassere, montere; plassere på konto; la komme på trykk; gni, få til å blande seg; begynne med stor kraft eller intensitet; bidra med; lage mål",X,Kan du sette inn pengene på kontoen min?,Can you put the money in my account?,
put one's foot down,B2,expression,sette ned foten,X,,Old Norse,sette en stopper for; si stopp,X,Foreldrene måtte sette ned foten da barna kranglet.,The parents had to put their foot down when the children argued.,
"strongly dislike something, find something very disagreeable, choke on something",C,expression,"sette noe i vrangstrupen, få noe i vrangstrupen",X,,,få noe ned i luftrøret som skulle i spiserøret; få svært imot noe; brukt for å uttrykke (sjokkartet) overraskelse,X,Han fikk en kjøttbit i vrangstrupen.,He choked on a piece of meat.,
"sideline, put someone aside",B2,expression,sette noen til side,X,,Old Norse,"overse, forbigå",X,Hun følte seg satt til side etter forfremmelsen.,She felt sidelined after her promotion.,
cross,B1,expression,sette over,X,,Old Norse,"krysse (elv, sund)",X,Vi må sette over vann til pastaen.,We need to add water to the pasta.,
squander,C,expression,sette over styr,X,,,"bruke ukontrollert mye; sløse, ødsle bort",X,Han satte hele arven over styr på gambling.,He squandered the entire inheritance on gambling.,
put on the street,B2,expression,sette på gata,X,,Old Norse,si opp fra husrom,X,Etter tapet ble han satt på gata uten eiendeler.,"After the loss, he was put on the street without belongings.",
"dismiss, fire",B2,expression,sette på porten,X,,Old Norse,avskjedige,X,Arbeidstakerne ble satt på porten uten varsel.,The workers were sacked without warning.,
put at stake,B2,expression,sette på spill,X,,Old Norse,risikere,X,Beslutningen kan sette hele fremtiden på spill.,The decision could jeopardize the entire future.,
exaggerate,C,expression,sette på spissen,X,,,drive til ytterste konsekvens; fremstille på en skarp måte for å provosere fram en reaksjon,X,Hun satte saken på spissen for å få frem poenget.,She exaggerated the issue to make her point clear.,
"value, put a price on",A2,expression,sette pris på,X,,Old Norse,verdsette,X,Jeg setter stor pris på all hjelpen du har gitt meg.,I really appreciate all the help you have given me.,
"sit down, sit",A2,expression,sette seg,X,,Old Norse,innta sittende stilling,X,Han ba meg om å sette meg mens vi ventet på legen.,He asked me to sit down while we waited for the doctor.,
get stuck,B1,expression,sette seg fast,X,,Old Norse,bli sittende fast,X,Bilen satte seg fast i gjørma etter uværet.,The car got stuck in the mud after the storm.,
"decide, determine",B2,expression,sette seg fore,X,,Old Norse,bestemme seg for,X,Han satte seg fore å bestå eksamen.,He resolved to pass the exam.,
immerse oneself in,B2,expression,sette seg inn i noe,X,,Old Norse,orientere seg om noe,X,Hun satte seg inn i problemet.,She immersed herself in the problem.,
resist,B2,expression,sette seg til motverge,X,,Old Norse,gjøre motstand; forsvare seg,X,Aktivisten var klar til å sette seg til motverge mot politiet.,The activist was ready to stand up to the police.,
"put one's trust in, rely on",B2,expression,sette sin lit til,X,,Old Norse,stole på,X,Han er mannen de setter sin lit til.,He is the man they put their trust in.,
strike fear into,B2,expression,sette skrekk i,X,,Old Norse,skremme,X,Den gamle filmen klarte fortsatt å sette skrekk i publikum.,The old movie still managed to strike fear into the audience.,
put the chair by the door,B2,expression,sette stolen for døra,X,,Old Norse,gi ultimatum,X,Hun satte ham stolen for døra.,She put him in the chair by the door.,
draw the line,B2,expression,sette strek,X,,,avslutte,X,La oss sette strek her og ta resten i morgen.,Let’s draw the line here and take the rest tomorrow.,
"cut your coat according to your cloth, align consumption with production",B2,expression,sette tæring etter næring,X,,Old Norse,avpasse forbruket etter økonomisk evne; innrette forbruket sitt etter det en tjener,X,I tøffe økonomiske tider må man lære å sette tæring etter næring.,"In tough economic times, you have to learn to put food before water.",
"sink one’s teeth into, tuck into",B2,expression,sette tennene i,X,,,spise; gå i gang med noe (nytt),X,Hun satte tennene i en tykk biografi om krigen.,She sank her teeth into a thick biography about the war.,
put bad blood between,C,expression,sette vondt blod mellom,X,,Old Norse,"så splid, uvennskap mellom",X,Testamentet satte vondt blod mellom de to familiene.,The will put bad blood between the two families.,
setting,B1,en,setting,X,[se´t:iŋ],English,"ramme, bakgrunn for noe, omgivelser; situasjon; sted hvor en handling utspiller seg; omgivelser; sammenheng(er)",X,Settingen i filmen er flyttet fra Shakespeares tid til 1930-årene.,The setting of the movie is moved from Shakespeare's time to the 1930s.,
worth seeing,B2,adjective,severdig,X,[sevæ´r-di],Old Norse,som er verdt å se,X,Filmen er absolutt severdig.,The movie is absolutely worth seeing.,
"attraction, sight",B2,ei,severdighet,X,,Old Norse,attraksjon,X,Slottet er en kjent severdighet i området.,The castle is a well-known attraction in the area.,
sex,B2,en,sex,X,[seks],Latin via English,"kjønn, det kjønnslige, erotikk; seksuell omgang",X,Boka var full av vold og sex.,The book was full of violence and sex.,
sexual debut,B2,en,sexdebut,X,,,første samleie,X,Han fortalte åpent om sin sexdebut i et intervju.,He spoke openly about his sexual debut in an interview.,
lose one's virginity,B2,verb,sexdebutere,X,,Latin via English,ha sitt første samleie,X,Mange ungdommer er nervøse før de skal sexdebutere.,Many young people are nervous before their sexual debut.,
sexism,C,en,sexisme,X,,Latin via English,"menneskesyn som går ut på at de to kjønnene har ulik verdi, oftest et kvinnediskriminerende syn",X,Sexisme på arbeidsplassen må tas på alvor og bekjempes.,Sexism in the workplace must be taken seriously and combated.,
sex club,B2,en,sexklubb,X,,Latin via English,"klubb der medlemmene blant annet kan få se striptease, pornofilmer og bli betjent av vertinner",X,De besøkte en sexklubb for første gang.,They visited a sex club for the first time.,
sex life,B2,et,sexliv,X,,Latin via English,seksualliv,X,Sexlivet deres ble bedre etter å ha snakket med en terapeut.,Their sex life improved after talking to a therapist.,
sexologist,C,en,sexolog,X,,Latin via English,ekspert i sexologi,X,Sexologen ga dem råd om hvordan de kunne forbedre kommunikasjonen.,The sexologist gave them advice on how to improve their communication.,
sexology,C,en,sexologi,X,,Latin via English,"studiet av menneskers seksuelle atferd, holdninger og fantasier",X,Sexologi er en vitenskap som studerer seksuell atferd og helse.,Sexology is a science that studies sexual behavior and health.,
sexological,C,adjective,sexologisk,X,,Latin via English,som gjelder sexologi,X,De deltok på et sexologisk seminar om seksuell velvære.,They attended a sexology seminar on sexual wellbeing.,
sexy,B2,adjective,sexy,X,[se´ksi],English,som virker seksuelt tiltrekkende,X,Jentene synes han er sexy.,The girls think he's sexy.,
sphere,B2,en,sfære,X,,Greek,"gjennomsiktig kule som en trodde himmellegemene var festet til i bane rundt jorda; felt, område, nivå",X,Han beveger seg alltid i de høyere sfærer når han holder foredrag.,He always moves in the higher spheres when he gives lectures.,
spherical,C,adjective,sfærisk,X,,,"rund, kuleformet; som angår en sfære",X,Jorda er tilnærmet sfærisk i form.,The earth is almost spherical in shape.,
shabby,B2,adjective,shabby,X,[ʃæ´b:i],English,"lurvete, loslitt, fattigslig",X,Møblene på hybelen var gamle og shabby.,The furniture in the studio was old and shabby.,
sharia,C,en,sharia,X,[ʃari:´a],Arabic,"det islamske rettssystemet; arabisk ord som betyr ""vei"" eller ""sti""",X,Islamsk teologi og sharia gir ikke rom for menneskerettigheter fordi det autonome individ og fellesskap ikke anerkjennes.,Islamic theology and sharia do not allow for human rights because they do not recognize the autonomous individual and community.,
shawarma,B1,en,shawarma,X,[ʃava´rma],Turkish via Arabic,"marinert kjøtt skåret i tynne strimler, ofte servert med pitabrød",X,Han bestilte en shawarma med ekstra hvitløksdressing.,He ordered a shawarma with extra garlic dressing.,
shinto,C,noun,shinto,X,[ʃi´nto],Japanese,kortord for shintoisme,X,Shinto har dype røtter i japansk kultur og religion.,Shinto has deep roots in Japanese culture and religion.,
shintoism,C,en,shintoisme,X,[ʃinto-i´smə],Japanese,"japanernes nasjonale religion (med fedredyrkelse og læren om at keiseren er guddommelig); den innfødte, tradisjonelle religionen i Japan",X,Shintoismen feirer naturens ånder og forfedrenes ånder.,Shintoism celebrates the spirits of nature and the spirits of the ancestors.,
shop,B1,en,shop,X,[ʃåp:],English,"(liten, tarvelig) butikk; sjappe",X,Jeg må til en shop for å kjøpe nye sko.,I have to go to a shop to buy new shoes.,
shop,A2,verb,shoppe,X,[ʃå`p:ə],English,"gå i butikker, gjøre innkjøp",X,Vi shoppa hele dagen i byen.,We shopped all day in the city.,
shopping,A2,en,shopping,X,[ʃå´p:iŋ],English,det å shoppe,X,Shopping er favorittaktiviteten min.,Shopping is my favorite activity.,
"shopping spree, shopping trip",A2,en,shoppingtur,X,,,handletur,X,De dro på shoppingtur og kjøpte mange nye klær.,They went on a shopping spree and bought lots of new clothes.,
short story,B2,en,short story,X,[ʃå:´rtståri],English,"kort, handlingsmettet fortelling; novelle",X,Vi leste en short story av Ernest Hemingway i engelsktimen.,We read a short story by Ernest Hemingway in English class.,
shorts,A2,en,shorts,X,[ʃå:rts],English,kortbukse; type bekledning som dekker kroppen fra livet til knærne eller litt over knærne,X,Jeg har på meg shorts om sommeren.,I wear shorts in the summer.,
show,A2,et,show,X,[ʃåv:],English,"flott oppvisning, utstyrsrevy; form for underholdning eller en forestilling, som teaterstykker, konserter, TV-programmer, eller andre opptredener designet for å underholde publikum",X,Showet var fantastisk i går kveld.,The show was fantastic last night.,
